classifier,n,Lhat,trainTime,testTime,iterate
SPORF, 10, 0.458000000, 0.006806374, 0.034553528, 0
SPORF, 10, 0.458000000, 0.001440525, 0.029185057, 1
SPORF, 10, 0.458000000, 0.001402140, 0.029681444, 2
SPORF, 10, 0.458000000, 0.001413107, 0.030028105, 3
SPORF, 10, 0.458000000, 0.001410961, 0.030167580, 4
SPORF, 50, 0.119500000, 0.005035162, 0.032864809, 0
SPORF, 50, 0.119500000, 0.005365610, 0.031763554, 1
SPORF, 50, 0.119500000, 0.005471706, 0.033026457, 2
SPORF, 50, 0.119500000, 0.005375385, 0.041411400, 3
SPORF, 50, 0.119500000, 0.007330656, 0.041522503, 4
SPORF, 100, 0.006000000, 0.011864901, 0.032695293, 0
SPORF, 100, 0.006000000, 0.010454655, 0.035356998, 1
SPORF, 100, 0.006000000, 0.010975838, 0.032923222, 2
SPORF, 100, 0.006000000, 0.010458708, 0.033459663, 3
SPORF, 100, 0.006000000, 0.010553360, 0.032954931, 4
SPORF, 200, 0.003000000, 0.025361300, 0.033803940, 0
SPORF, 200, 0.003000000, 0.021838427, 0.034930229, 1
SPORF, 200, 0.003000000, 0.021746635, 0.033988953, 2
SPORF, 200, 0.003000000, 0.021994591, 0.034307003, 3
SPORF, 200, 0.003000000, 0.021963120, 0.034816742, 4
SPORF, 400, 0.000500000, 0.048563480, 0.034993887, 0
SPORF, 400, 0.000500000, 0.042549133, 0.035745621, 1
SPORF, 400, 0.000500000, 0.042559624, 0.035575151, 2
SPORF, 400, 0.000500000, 0.042716265, 0.036214352, 3
SPORF, 400, 0.000500000, 0.042537689, 0.034780741, 4
SPORF, 1000, 0.000500000, 0.125545502, 0.035653353, 0
SPORF, 1000, 0.000500000, 0.107180595, 0.035578966, 1
SPORF, 1000, 0.000500000, 0.108874321, 0.036628008, 2
SPORF, 1000, 0.000500000, 0.102915049, 0.035935640, 3
SPORF, 1000, 0.000500000, 0.105190754, 0.036395788, 4
SPORF, 2000, 0.000500000, 0.218266010, 0.035134077, 0
SPORF, 2000, 0.000500000, 0.219303846, 0.036617041, 1
SPORF, 2000, 0.000500000, 0.217589378, 0.036172867, 2
SPORF, 2000, 0.000500000, 0.220385551, 0.035916090, 3
SPORF, 2000, 0.000500000, 0.216943979, 0.035420418, 4
